Doc Id,Offer File,Offer Id,Store File,Store Brand Name,Store Name,Store_Address,Area,City,Store Longitude,Store Latitude
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,," uktipara, Falakata, Alipurduar",FALAKATA,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"22/25(A) Rabindra Avenue, English Bazar, Malda Kolkata",FCT Malda,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"16, Leela Roy Sarani, Kolkata",Gariahat,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,Hasnabad Mouza- Laskarnagar. Dag No.17And17/590. Khaitan No.388/3,HASNABAD,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"140, Bidhan Sarani, Kolkata",Hatibagan,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"82, Chintamany Deb Road, Howrah, Kolkata",Howrah,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Krishna Vatika, Ward No. 6, Kadamtala, Jalpaiguri, Kolkata",Jalpaiguri,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Old Purno Cinema Hall, Station Road, Kalna, Bardhman, Kolkata",Kalna,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,," alancha Road, Opp. Idbi Bank, Kharagpur",Kharagpur,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"7/1D, Lindsey Street,Kolkata",Lindsay Street,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"393/217, Paranto Pally, Rath Bari, Malda", alda,Kolkata,,
